,target,text,text_fr
875,ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,Parlez avec vous-même au moins une fois par jour...!!! Sinon vous manquerez votre meilleur ami dans ce monde...!!! -Shakespeare- SHESIL &lt;#&gt;
876,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Magasiner jusqu'à u Drop, EST-CE VOUS, soit 10K, 5K, £500 Chèque de voyage en espèces ou £100, Appelez maintenant, 09064011000. NTT PO Box CR01327BT fixe coût 150ppm mobile varient"
877,ham,Are you in castor? You need to see something,Vous êtes dans le castor?
878,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,"Sunshine Quiz Wkly Q! Gagnez un meilleur lecteur de DVD Sony si vous savez quel pays Liverpool a joué en milieu de semaine? Txt ansr à 82277. £1,50 SP:Tyrone"
879,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,U ont un admirateur secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094565
880,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U ont un amiral secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09065171142-stopsms-08
881,spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Rappel: Vous n'avez pas téléchargé le contenu que vous avez déjà payé. Goto http://doit. mymoby. tv/ pour collecter votre contenu.
882,ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.","J'allais te donner jusqu'à un, mais un film de MIDNIGHT ne sortira pas avant 2 ans, tu dois rentrer à la maison, tu dois dormir et, le cas échéant, tu dois t'entraîner à l'oreille."
883,ham,I love to give massages. I use lots of baby oil... What is your fave position?,"J'adore faire des massages, j'utilise beaucoup d'huile pour bébé... quelle est votre position préférée?"
884,ham,Dude we should go sup again,"Mec, on devrait encore se rafraîchir."
885,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,Yoyyooo u savent comment changer les permissions pour un lecteur dans mac. Mon lecteur flash USB
886,ham,Gibbs unsold.mike hussey,Gibbs unsold.mike hussey
887,ham,I like to talk pa but am not able to. I dont know y.,"J'aime parler à papa, mais je ne sais pas."
888,ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,"Elle a échoué, elle est triste."
889,ham,You unbelievable faglord,Espèce d'incroyable faglord
890,ham,Wife.how she knew the time of murder exactly,Femme.comment elle connaissait l'heure du meurtre exactement
891,ham,Why do you ask princess?,Pourquoi demandez-vous à la princesse?
892,ham,I am great princess! What are you thinking about me? :),Je suis une grande princesse! Qu'est-ce que tu penses de moi? :)
893,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,Cutter. Cttergg. Cttarg. Ctargg. Ctagg. c'est toi.
894,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,"C'est bon je ne suis pas occupé, mais je m'ennuie vraiment trop donc je m'ennuie donc j'ai oso dunno wat couleur qu'elle choisit 4 moi un."
895,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,N'a pas cours tôt demain et ne devrait donc pas essayer de fumer à &lt;#&gt;
896,ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)","Superbe pensée- ""Soyez reconnaissants que vous n'avez pas tout ce que vous voulez. Cela signifie que vous avez encore l'occasion d'être plus heureux demain que vous êtes aujourd'hui."":-)"
897,ham,Hope you are having a good week. Just checking in,J'espère que vous passez une bonne semaine.
898,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",J'espère juste que mes agents ne me lâchent pas car je n'ai réservé que quelques trucs cette année.
899,ham,"Thursday night? Yeah, sure thing, we'll work it out then","Oui, bien sûr, on s'en sortira."
900,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16","Votre sonnerie gratuite est en attente d'être collectée. Il suffit de texte le mot de passe ""MIX"" à 85069 à vérifier. Obtenez Usher et Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
901,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,Les choses arrivent et j'ai plusieurs factures en souffrance pour le travail que j'ai fait il y a deux et trois mois.
902,ham,How is it possible to teach you. And where.,"Comment est-il possible de t'apprendre, et où."
903,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",Je me demande si ta batterie de téléphone est morte.
904,ham,Lovely smell on this bus and it ain't tobacco...,Belle odeur dans ce bus et ce n'est pas du tabac...
905,ham,"We're all getting worried over here, derek and taylor have already assumed the worst","On s'inquiète tous ici, Derek et Taylor ont déjà supposé le pire."
906,ham,Hey what's up charles sorry about the late reply.,"Qu'est-ce qui se passe, Charlies, désolé pour la réponse tardive."
907,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468","tous les derniers de Stereophonics, Marley, Dizzee Racal, Libertines et The Strokes! Win Nookii jeux avec Flirt!! Cliquez sur TheMob WAP Signet ou texte WAP à 82468"
908,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,Je lui donnerai une fois que je l'aurai.
909,ham,WHITE FUDGE OREOS ARE IN STORES,LES OREOS BLANCS SONT EN STOCKAGE
910,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","Prix national de 1,5p/min pas cher à 7,8p/min pic! Pour arrêter les textos appelez 08712460324 (10p/min)"
911,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,Mon amour! Comment se fait-il que tu aies mis si longtemps à partir pour Zaher? J'ai eu tes mots sur Ym et j'étais heureux de les voir mais était triste que tu sois partie. Tu me manques
912,ham,I am sorry it hurt you.,Je suis désolé que ça t'ait fait mal.
913,ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,Je ne peux pas. Je me sens nauséeuse. Je suis tellement énervé. Je n'ai pas mangé de bonbons toute la semaine parce que aujourd'hui je prévoyais de sortir. Je mangeais toute la semaine. Et maintenant je n'ai pas faim:/
914,ham,Ok lor but not too early. Me still having project meeting now.,"Ok, mais pas trop tôt, j'ai encore une réunion de projet."
915,ham,"Call me da, i am waiting for your call.","Appelez-moi da, j'attends votre appel."
916,ham,I could ask carlos if we could get more if anybody else can chip in,Je pourrais demander à Carlos si nous pouvions en obtenir plus si quelqu'un d'autre pouvait se mettre en place.
917,ham,Was actually about to send you a reminder today. Have a wonderful weekend,J'étais sur le point de vous envoyer un rappel aujourd'hui.
918,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL","Quand les gens voient mes msgs, ils pensent que je suis accro à la msging... Ils ont tort, Bcoz Ils ne savent pas que je suis accro à mes doux Amis.!! BSLVYL"
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,Tu leur as donné ta photo quand tu t'es inscrit pour conduire?
920,ham,Dont talk to him ever ok its my word.,Ne lui parle jamais ok jamais c'est ma parole.
921,ham,When u wana see it then,Quand u wana le verra alors
922,ham,On ma way to school. Can you pls send me ashley's number,Tu peux m'envoyer le numéro de Ashley?
923,ham,It shall be fine. I have avalarr now. Will hollalater,"Ça va aller, j'ai de l'avalarr maintenant."
924,ham,She went to attend another two rounds today..but still did't reach home..,"Elle est allée assister à deux autres rounds aujourd'hui, mais elle n'est toujours pas arrivée à la maison.."
925,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,"En fait, j'ai supprimé mon ancien site Web..maintenant, je blogging sur magiquesongs.blogspot.com"
926,ham,"K, wait chikku..il send aftr  &lt;#&gt; mins","K, attendez chikku..il envoyer aftr &lt;#&gt; mins"
927,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,Mais je suis sur un régime et j'ai mangé 1 trop de tranches de pizza hier.
928,ham,K:)i will give my kvb acc details:),K:)i donnera les détails de mon kvb acc:)
929,ham,Oh all have to come ah?,Il faut que tout le monde vienne?
930,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,argent!!! vous r un gagnant chanceux! 2 réclamer votre prix text money 2 88600 plus de £1million à donner! ppt150x3+normal text rate box403 w1t1jy
931,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),Je suis vraiment désolé que je ne puisse pas 2 faire ce vendredi.hope u peut trouver une alternative.hope yr terme va ok:-)
932,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,Félicitations ore mo owo re wa. Profitez-en et je vous souhaite de nombreux moments heureux où que vous alliez
933,ham,So do you have samus shoulders yet,"Alors, vous avez des épaules de samus pour l'instant."
934,ham,What time you think you'll have it? Need to know when I should be near campus,Il faut savoir quand je devrais être près du campus.
935,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","Cher Matthew s'il vous plaît appelez 09063440451 d'une ligne fixe, votre 4*Lux Tenerife vacances ou £1000 CASH attendre collection. ppm150 SAE T&Cs Box334 SK38XH."
936,ham,Then dun wear jeans lor...,"Ensuite, Dun porter jeans lor..."
937,ham,"Since when, which side, any fever, any vomitin.","Depuis quand, de quel côté, de la fièvre, de la vomitine."
938,ham,K:)k.are you in college?,K:)k. êtes-vous à l'université?
939,spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+","Urgent! appelez le 09061749602 de Landline. Votre 4* Tenerife Holiday gratuit ou £10,000 en espèces attendent la collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
940,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,Je me suis fait vendredi et je me suis farci comme un cochon hier.
941,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),"Non, nous vendons tout ainsi nous aurons des tonnes si des pièces de monnaie. Ensuite, nous vendons nos pièces à quelqu'un à travers paypal. Voila! argent de retour dans les poches de vie:)"
942,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,Ils le font dans de nombreux endroits. Seuls les hôpitaux et les lieux médicaux sont sûrs.
943,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),Que diriez-vous d'entrer en contact avec les gens qui attendent l'entreprise? Juste txt en arrière votre NOM et AGE pour choisir! Profitez de la communauté (150p/SMS)
944,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,Et aussi je l'ai en quelque sorte soufflé quelques fois récemment alors id plutôt pas lui envoyer un texto hors du bleu à la recherche de l'herbe
945,ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones","J'ai envoyé mes scores à Sophas et j'ai dû faire une application secondaire pour quelques écoles. Je pense que si vous pensez à postuler, faites une recherche sur le coût aussi."
946,ham,I cant wait to see you! How were the photos were useful? :),J'ai hâte de vous voir! Comment les photos ont-elles été utiles? :)
947,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Le solde de trésorerie d'Ur est actuellement de 500 livres - pour maximiser l'encaissement d'Ur maintenant envoyer GO à 86688 seulement 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
948,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,"Hé, j'ai déjà réservé le kb sur sat... quelles autres leçons allons-nous pour ah? Gardez votre nuit de sat libre nous devons rencontrer et confirmer notre hébergement"
949,ham,Chk in ur belovd ms dict,Chk in ur beloved ms dic
950,ham,Is that what time you want me to come?,C'est à quelle heure que tu veux que je vienne?
951,ham,"Awesome, lemme know whenever you're around","Génial, je sais quand tu es là."
952,ham,Shb b ok lor... Thanx...,Chb b ok lor... Thanx...
953,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",Belle Vérité contre la Gravité.. Lisez attentivement : « Notre cœur sent la lumière quand quelqu'un est dedans.. Mais il se sent très lourd quand quelqu'un la quitte.. » BONNE NUIT
954,ham,Also remember to get dobby's bowl from your car,N'oubliez pas aussi d'obtenir le bol de Dobby de votre voiture
955,spam,Filthy stories and GIRLS waiting for your,Des histoires sales et des GIRLS en attente de votre
956,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,Désolé d'avoir été si pauvre... mais seulement 4 une nuit... Tmr u aura une toute nouvelle chambre 2 dans...
957,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","L'amour n'est pas une décision, c'est un sentiment. Si nous pouvions décider qui aimer, alors, la vie serait beaucoup plus simple, mais alors moins magique"
958,ham,Welp apparently he retired,Il semble qu'il ait pris sa retraite.
959,ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,Mon code de tri est et acc non est. La banque est natwest. Pouvez-vous répondre pour confirmer que j'ai envoyé ceci à la bonne personne!
960,ham,Where @,Où @
961,ham,U sure u can't take any sick time?,T'es sûr que tu ne peux pas prendre un moment de maladie?
962,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT! Nous essayons de contacter U. Todays draw montre que vous avez gagné un prix de £800 GUARANTIEED. Appelez 09050001808 de la ligne terrestre.
963,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Regarder des dessins animés, écouter de la musique &amp; à la veille a dû aller temple &amp; église.. Et u?"
964,ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,Yo chad quel cours de gymnastique voulez-vous prendre? Le site dit que la classe de chrétiens est pleine..
965,ham,Are you this much buzy,T'es si dégueulasse que ça.
966,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,Ou mieux encore pouvez-vous l'attraper et lui demander si elle peut vendre &lt;#&gt; pour moi.
967,ham,I am not sure about night menu. . . I know only about noon menu,Je ne suis pas sûr du menu de nuit... Je ne connais que le menu de midi
968,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,Que voulez-vous quand je reviens?.un beau collier comme un jeton de mon cœur pour vous. c'est ce que je donnerai mais seulement à ma femme de mon coucher.be que et voir..NON peut vous donner cela. ne m'appelez pas.i attendrai jusqu'à ce que je vienne.
969,ham,Are you willing to go for aptitude class.,Êtes-vous prêt à aller pour un cours d'aptitude.
970,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?","Il n'y aura qu'à 2h15 pour essayer de sortir 2 fois, c'est bien?"
971,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?","Yar lor il wan 2 go c courses de chevaux aujourd'hui mah, donc manger plus tôt lor. J'ai mangé du riz de poulet. U?"
972,ham,"Haha awesome, omw back now then","Haha génial, omw à l'époque"
973,ham,Yup i thk so until e shop closes lor.,"Oui, jusqu'à ce que le magasin ferme Ior."
974,ham,what is your account number?,Quel est votre numéro de compte?
975,ham,Eh u send wrongly lar...,Qu'est-ce qu'il y a?
976,ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,Hey non j'annonce une merde nite était borin sans toi 2 boggy avec moi u ennuyeux biatch! Thanx mais u attendre jusqu'à ce que nxt temps il vous ave
977,ham,Ok i shall talk to him,Je vais lui parler.
978,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,"N'hésitez pas. Vous savez que c'est la deuxième fois qu'elle a eu une faiblesse comme celle-ci. Donc, gardez le carnet de ce qu'elle mange et fait la veille ou si quelque chose a changé la veille afin que nous puissions être sûrs que son rien"
979,ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,Avec le salaire de. seulement &lt;#&gt;.
980,ham,Another month. I need chocolate weed and alcohol.,Il me faut de l'herbe au chocolat et de l'alcool.
981,ham,If he started searching he will get job in few days.he have great potential and talent.,"S'il a commencé à chercher, il obtiendra du travail dans quelques jours. il a un grand potentiel et talent."
982,ham,Reckon need to be in town by eightish to walk from * carpark.,Reckon a besoin d'être en ville à huit heures pour marcher du parking *.
983,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.","Félicitations! 2 Videophones 3G mobiles R le vôtre. appelez le 09063458130 maintenant! vidéochat avec vos potes, jouer à des jeux de java, Dload polyPH musique, noline locationl."
984,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,Regarde ce que tu penses être en train de faire.
985,ham,Yo guess what I just dropped,Devinez ce que j'ai laissé tomber.
986,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,Carlos dit qu'il sera à Mus in &lt;#&gt; minutes
987,ham,I'm in office now . I will call you  &lt;#&gt;  min:),Je suis au bureau maintenant. Je vais vous appeler &lt;#&gt; min:)
988,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*","Tu me manques déjà, tu sais? Tout ce à quoi je peux penser. Merde, je ne peux pas attendre jusqu'à l'année prochaine quand nous serons ensemble..."
989,ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn","Yun ah.le ubi on dit si ü wan appeler demain.appeler 67441233 chercher pour Irene.ere seulement obtenu bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph pour 1er 5wkg jours.èn"
990,ham,Ugh. Gotta drive back to sd from la. My butt is sore.,Je dois retourner au sd de La. J'ai mal au cul.
991,ham,26th OF JULY,26 JUILLET
992,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,Salut im avoir le temps le plus relaxant jamais! nous devons nous lever à 7h tous les jours! était la fête bonne l'autre nuit? Je rentre à la maison demain à 5h.
993,ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,Jusqu'à ü... Ü wan vient alors venir lor... mais je din c n'importe quelle jupe à rayures...
994,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,L'histoire de Noël est la paix.. Le Noël msg est l'amour.. Le miracle de Noël est Jésus.. Av un mois béni devant &amp; souhaiter U Merry Xmas...
995,ham,"I can't, I don't have her number!","Je ne peux pas, je n'ai pas son numéro!"
996,ham,Change again... It's e one next to escalator...,Change encore... c'est à côté de l'escalator...
997,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,"Et pourtant, je suis en classe, tu ne peux pas y mettre de l'eau pour que ça aille."
998,ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,Beth est chez ses tantes et Charlie travaille beaucoup.
999,ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,Alors ü attendez 4 moi à l'arrêt de bus à l'arrière ur lec lar. Si je dun c ü alors je vais chercher ma voiture puis revenir n cueil ü.
1000,ham,"Aight will do, thanks again for comin out","Aight va le faire, merci encore d'être venu"
1001,ham,No..but heard abt tat..,Non..mais entendu abt tat..
1002,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,S'il vous plaît appeler notre représentant du service à la clientèle sur FREEPHONE 0808 145 4742 entre 9h-11h puisque vous avez WON une garantie £1000 cash ou £5000 prix!
1003,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,Oui..il est vraiment super..bhaji a dit kallis meilleur cricketer après sachin dans le monde:).très difficile de sortir.
1004,ham,&lt;#&gt;  am I think? Should say on syllabus,&lt;#&gt; est-ce que je pense? Doit dire sur le syllabus
1005,ham,Umma. Did she say anything,Est-ce qu'elle a dit quelque chose?
1006,ham,Give me a sec to think think about it,Donnez-moi une seconde pour y réfléchir.
1007,spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,Panasonic & BluetoothHdset GRATUIT. Nokia GRATUIT. Motorola Gratuit & DoubleMins & DoubleTxt sur contrat Orange. Appelez MobileUpd8 au 08000839402 ou appelez 2optout
1008,ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,"Je ne sais pas quoi faire, je n'arrive toujours pas à joindre quelqu'un, je viens te chercher à 19h30 et on peut voir s'ils sont dans le pub."
1009,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .","Poyyarikatur, kolathupalayam, unjalur post,erode dis, &lt;#&gt;."
1010,ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala","Cher Hero, je m'en vais à qatar tonite pour une bonne opportunité.pls ne restent en contact à &lt;EMAIL&gt;,kerala"
1011,ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,Lol je voudrais mais ma mère aurait un ajustement et dire à toute la famille à quel point je suis fou et terrible
1012,ham,"I just got home babe, are you still awake ?","Je viens de rentrer, tu es encore réveillée?"
1013,ham,I dunno they close oredi not... Ü v ma fan...,Je ne sais pas qu'ils ferment ouredi pas... Ü v ma fan...
1014,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,"Il suffit d'acheter une pizza, des amants de viande ou suprême."
1015,ham,"Ya, told..she was asking wats matter?","Oui, dit-elle qu'elle demandait de l'importance aux wats?"
1016,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!","Chère, Regret i cudnt cueil call.drive down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
1017,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,Gratuit pour la 1ère semaine! No1 Nokia tone 4 ur maf chaque semaine juste txt NOKIA à 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
1018,ham,Shall i send that exe to your mail id.,Dois-je envoyer cet exe à votre id mail.
1019,ham,Nope watching tv at home... Not going out. V bored...,"Je ne regarde pas la télé à la maison, je ne sors pas, je m'ennuie."
1020,ham,Don know..wait i will check it.,Don sait.. Attendez que je vérifie.
1021,ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen","Bon après-midi en ce glorieux jour d'anniversaire, mon doux J!! J'espère que cela vous trouve heureux et content, mon Prey. Je pense à vous et j'envoie un baiser taquin de l'autre côté de la mer coaxing images de chers souveniers... You Cougar-Pen"
1022,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,Devinez quoi! Quelqu'un que vous connaissez secrètement vous! Vous voulez savoir qui c'est? Appelez-nous sur 09065394514 De Landline DATEBox1282EssexCM61XN 150p/min 18
1023,ham,We still on for tonight?,On est toujours là pour ce soir?
1024,ham,May i call You later Pls,Puis-je vous appeler plus tard Pls
1025,ham,Hasn't that been the pattern recently crap weekends?,N'est-ce pas ce qui s'est passé ces week-ends de merde?
1026,ham,I have a sore throat. It's scratches when I talk,J'ai mal à la gorge.
1027,ham,Yes da. Any plm at ur office,"Oui, n'importe quel plm au bureau de l'Office."
1028,ham,Are you not around or just still asleep? :V,Vous n'êtes pas là ou vous dormez encore? :V
1029,ham,"Lol you forgot it eh ? Yes, I'll bring it in babe","Oui, je l'amènerai au bébé."
1030,ham,"Its good, we'll find a way","C'est bon, on trouvera un moyen."
1031,ham,Can not use foreign stamps in this country. Good lecture .,Ne peut pas utiliser de timbres étrangers dans ce pays. Bonne conférence.
1032,ham,Yup bathe liao...,"Ouais, baignez liao..."
1033,ham,HAPPY NEW YEAR MY NO.1 MAN,"Bonne nouvelle année, mon homme n°1"
1034,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!","Tu veux jouer à ce jeu, tu es le patron et je suis la nounou, tu me donnes une augmentation et je t'en donne une!"
1035,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,J'ai juste besoin de 2 millions de dollars pour m'occuper de mon plus lourd 2 cum 2 moribonds Lekdog
1036,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*","Bonjour bébé, est-ce que tu es revenu chez ta mère? Est-ce que tu installes l'ordinateur maintenant? Remplir ton ventre? Comment ça se passe amantboy? Tu me manques déjà... *soupirs*"
1037,ham,"No my blankets are sufficient, thx",Mes couvertures ne suffisent pas.
1038,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt","vilain petite pensée:'sa meilleure pour flirt, flirt n flirt, plutôt que d'aimer quelqu'un n gettin blessé, blessé n blessé...:-) Gud nyt"
1039,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","Edison a dit à juste titre, ""Un idiot peut poser plus de questions qu'un homme sage ne peut répondre"" Maintenant vous savez pourquoi nous sommes tous sans voix pendant ViVa.. GM,GN,GE,GNT:-)"
1040,ham,They just talking thats it de. They wont any other.,"Ils ne parlent que de ça, ils ne veulent rien d'autre."
1041,ham,Today am going to college so am not able to atten the class.,Aujourd'hui je vais à l'université donc je ne peux pas adoucir la classe.
1042,ham,I'm in class. Will holla later,Je suis en cours.
1043,ham,Easy ah?sen got selected means its good..,Facile ah?sen a été sélectionné signifie son bon..
1044,ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,C'est mieux maintenant que j'ai un rôti!
1045,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p","Nous connaissons quelqu'un que vous savez qui vous aime. Appelez le 09058097218 pour savoir qui. POBox 6, LS15HB 150p"
1046,ham,"Come round, it's .","Venez, c'est..."
